,narrative,drafting
766,addressing memorandum re: summary judgment,0
767,addressing factum re: summary judgment,0
768,researching motion record re: summary judgment,0
769,discussing compendium re: enforcing foreign judgment,0
770,finalizing compendium re: refusals,0
771,proofing book of authority re: injunction,0
772,discussing order re: refusals,0
773,addressing memo re: refusals,0
774,analyzing notice of motion re: summary judgment,0
775,finalizing compendium re: motion to strike,0
776,researching memo re: enforcing foreign judgment,0
777,proofing notice of motion re: enforcing foreign judgment,0
778,finalizing factum re: enforcing foreign judgment,0
779,attending to book of authority re: injunction,0
780,revising motion record re: enforcing foreign judgment,1
781,discussing analysis re: summary judgment,0
782,reviewing memo re: summary judgment,0
783,preparing motion record re: motion to strike,0
784,researching memorandum re: summary judgment,0
785,reviewing book of authority re: summary judgment,0
786,proofing compendium re: refusals,0
787,considering analysis re: motion to strike,0
788,briefing affidavit re: injunction,1
789,reviewing compendium re: injunction,0
790,briefing compendium re: disqualifying expert,1
791,attending to book of authority re: disqualifying expert,0
792,drafting compendium re: enforcing foreign judgment,1
793,addressing memo re: summary judgment,0
794,finalizing analysis re: enforcing foreign judgment,0
795,addressing memorandum re: injunction,0
796,drafting memorandum re: motion to strike,1
797,proofing book of authority re: enforcing foreign judgment,0
798,drafting motion record re: refusals,1
799,finalizing compendium re: enforcing foreign judgment,0
800,briefing notice of motion re: summary judgment,1
801,drafting book of authority re: enforcing foreign judgment,1
802,preparing memo re: enforcing foreign judgment,0
803,attending to memorandum re: refusals,0
804,addressing affidavit re: summary judgment,0
805,editing memo re: refusals,1
806,preparing analysis re: disqualifying expert,0
807,analyzing factum re: enforcing foreign judgment,0
808,addressing affidavit re: disqualifying expert,0
809,considering compendium re: injunction,0
810,researching motion record re: motion to strike,0
811,considering factum re: summary judgment,0
812,discussing factum re: injunction,0
813,discussing order re: disqualifying expert,0
814,researching analysis re: refusals,0
815,attending to memo re: refusals,0
816,briefing factum re: injunction,1
817,revising compendium re: motion to strike,1
818,preparing compendium re: disqualifying expert,0
819,discussing order re: motion to strike,0
820,researching order re: injunction,0
821,drafting motion record re: refusals,1
822,revising order re: disqualifying expert,1
823,proofing factum re: disqualifying expert,0
824,analyzing memorandum re: motion to strike,0
825,considering book of authority re: disqualifying expert,0
826,proofing compendium re: refusals,0
827,considering factum re: motion to strike,0
828,discussing analysis re: enforcing foreign judgment,0
829,editing affidavit re: refusals,1
830,researching compendium re: motion to strike,0
831,attending to memo re: disqualifying expert,0
832,analyzing analysis re: disqualifying expert,0
833,writing compendium re: injunction,1
834,attending to notice of motion re: enforcing foreign judgment,0
835,writing factum re: disqualifying expert,1
836,researching notice of motion re: motion to strike,0
837,writing book of authority re: disqualifying expert,1
838,addressing compendium re: injunction,0
839,addressing order re: enforcing foreign judgment,0
840,finalizing analysis re: refusals,0
841,reviewing analysis re: summary judgment,0
842,proofing memo re: summary judgment,0
843,considering book of authority re: enforcing foreign judgment,0
844,finalizing book of authority re: injunction,0
845,proofing book of authority re: injunction,0
846,preparing memorandum re: injunction,0
847,preparing factum re: disqualifying expert,0
848,writing factum re: summary judgment,1
849,preparing motion record re: refusals,0
850,finalizing factum re: refusals,0
851,proofing analysis re: enforcing foreign judgment,0
852,preparing analysis re: disqualifying expert,0
853,reviewing factum re: motion to strike,0
854,reviewing motion record re: enforcing foreign judgment,0
855,editing compendium re: refusals,1
856,drafting analysis re: enforcing foreign judgment,1
857,analyzing analysis re: enforcing foreign judgment,0
858,writing compendium re: enforcing foreign judgment,1
859,finalizing memorandum re: refusals,0
860,researching affidavit re: enforcing foreign judgment,0
861,revising notice of motion re: motion to strike,1
862,writing compendium re: enforcing foreign judgment,1
863,writing analysis re: motion to strike,1
864,editing notice of motion re: disqualifying expert,1
865,considering order re: enforcing foreign judgment,0
866,proofing compendium re: enforcing foreign judgment,0
867,finalizing memorandum re: disqualifying expert,0
868,proofing affidavit re: motion to strike,0
869,proofing order re: summary judgment,0
870,addressing analysis re: summary judgment,0
871,writing motion record re: summary judgment,1
872,revising memorandum re: enforcing foreign judgment,1
873,considering affidavit re: injunction,0
874,reviewing analysis re: enforcing foreign judgment,0
875,researching affidavit re: disqualifying expert,0
876,revising analysis re: motion to strike,1
877,editing memorandum re: injunction,1
878,researching notice of motion re: enforcing foreign judgment,0
879,drafting motion record re: injunction,1
880,finalizing memorandum re: enforcing foreign judgment,0
881,reviewing book of authority re: summary judgment,0
882,addressing factum re: injunction,0
883,reviewing memo re: enforcing foreign judgment,0
884,considering motion record re: motion to strike,0
885,addressing affidavit re: motion to strike,0
886,drafting memo re: injunction,1
887,proofing order re: injunction,0
888,discussing memo re: refusals,0
889,addressing factum re: enforcing foreign judgment,0
890,proofing memorandum re: enforcing foreign judgment,0
891,preparing analysis re: refusals,0
892,reviewing analysis re: enforcing foreign judgment,0
893,preparing analysis re: summary judgment,0
894,considering book of authority re: motion to strike,0
895,analyzing analysis re: refusals,0
896,briefing motion record re: summary judgment,1
897,editing memorandum re: injunction,1
898,drafting order re: refusals,1
899,analyzing book of authority re: summary judgment,0
900,finalizing motion record re: enforcing foreign judgment,0
901,preparing motion record re: summary judgment,0
902,briefing compendium re: enforcing foreign judgment,1
903,reviewing memo re: injunction,0
904,finalizing compendium re: injunction,0
905,editing affidavit re: injunction,1
906,analyzing order re: refusals,0
907,considering analysis re: disqualifying expert,0
908,preparing affidavit re: refusals,0
909,writing memo re: summary judgment,1
910,editing notice of motion re: injunction,1
911,considering memorandum re: motion to strike,0
912,researching motion record re: motion to strike,0
913,editing motion record re: summary judgment,1
914,preparing compendium re: injunction,0
915,attending to notice of motion re: enforcing foreign judgment,0
916,finalizing analysis re: injunction,0
917,addressing notice of motion re: refusals,0
918,proofing notice of motion re: summary judgment,0
919,finalizing factum re: disqualifying expert,0
920,preparing factum re: enforcing foreign judgment,0
921,revising factum re: motion to strike,1
922,writing notice of motion re: injunction,1
923,researching motion record re: injunction,0
924,briefing analysis re: enforcing foreign judgment,1
925,writing compendium re: enforcing foreign judgment,1
926,editing notice of motion re: refusals,1
927,considering memo re: refusals,0
928,analyzing compendium re: disqualifying expert,0
929,discussing affidavit re: refusals,0
930,briefing memo re: refusals,1
931,preparing analysis re: disqualifying expert,0
932,reviewing factum re: refusals,0
933,addressing affidavit re: injunction,0
934,finalizing affidavit re: disqualifying expert,0
935,preparing book of authority re: enforcing foreign judgment,0
936,editing analysis re: summary judgment,1
937,attending to notice of motion re: summary judgment,0
938,considering notice of motion re: injunction,0
939,discussing factum re: summary judgment,0
940,finalizing compendium re: enforcing foreign judgment,0
941,addressing book of authority re: enforcing foreign judgment,0
942,attending to compendium re: disqualifying expert,0
943,briefing memorandum re: injunction,1
944,briefing motion record re: refusals,1
945,preparing compendium re: refusals,0
946,proofing motion record re: refusals,0
