,narrative,drafting
750,editing memorandum re: disqualifying expert,1
751,analyzing memo re: injunction,0
752,drafting order re: refusals,1
753,editing factum re: injunction,1
754,attending to compendium re: refusals,0
755,revising notice of motion re: motion to strike,1
756,analyzing memorandum re: disqualifying expert,0
757,reviewing notice of motion re: enforcing foreign judgment,0
758,researching memorandum re: injunction,0
759,editing compendium re: summary judgment,1
760,preparing affidavit re: motion to strike,0
761,briefing order re: injunction,1
762,editing memorandum re: motion to strike,1
763,drafting motion record re: motion to strike,1
764,finalizing affidavit re: injunction,0
765,analyzing affidavit re: motion to strike,0
766,briefing book of authority re: injunction,1
767,writing compendium re: disqualifying expert,1
768,reviewing factum re: enforcing foreign judgment,0
769,drafting notice of motion re: summary judgment,1
770,proofing factum re: enforcing foreign judgment,0
771,preparing order re: enforcing foreign judgment,0
772,attending to analysis re: disqualifying expert,0
773,revising book of authority re: injunction,1
774,editing order re: summary judgment,1
775,drafting analysis re: refusals,1
776,drafting motion record re: summary judgment,1
777,attending to notice of motion re: motion to strike,0
778,researching compendium re: refusals,0
779,drafting analysis re: summary judgment,1
780,analyzing factum re: injunction,0
781,finalizing affidavit re: summary judgment,0
782,finalizing affidavit re: summary judgment,0
783,editing order re: motion to strike,1
784,researching analysis re: enforcing foreign judgment,0
785,attending to motion record re: summary judgment,0
786,attending to memorandum re: refusals,0
787,revising book of authority re: disqualifying expert,1
788,drafting factum re: summary judgment,1
789,drafting analysis re: summary judgment,1
790,proofing affidavit re: motion to strike,0
791,analyzing compendium re: refusals,0
792,finalizing compendium re: refusals,0
793,analyzing motion record re: refusals,0
794,drafting notice of motion re: disqualifying expert,1
795,proofing memo re: motion to strike,0
796,drafting affidavit re: enforcing foreign judgment,1
797,reviewing memorandum re: disqualifying expert,0
798,finalizing memorandum re: enforcing foreign judgment,0
799,finalizing factum re: motion to strike,0
800,proofing factum re: injunction,0
801,drafting factum re: refusals,1
802,researching affidavit re: summary judgment,0
803,writing motion record re: refusals,1
804,briefing notice of motion re: motion to strike,1
805,drafting book of authority re: refusals,1
806,revising memo re: motion to strike,1
807,revising memorandum re: injunction,1
808,drafting book of authority re: disqualifying expert,1
809,proofing motion record re: enforcing foreign judgment,0
810,drafting motion record re: summary judgment,1
811,finalizing factum re: disqualifying expert,0
812,analyzing analysis re: motion to strike,0
813,attending to affidavit re: injunction,0
814,reviewing analysis re: motion to strike,0
815,reviewing book of authority re: enforcing foreign judgment,0
816,proofing memorandum re: enforcing foreign judgment,0
817,researching affidavit re: enforcing foreign judgment,0
818,editing book of authority re: refusals,1
819,writing motion record re: summary judgment,1
820,preparing notice of motion re: enforcing foreign judgment,0
821,drafting compendium re: disqualifying expert,1
822,analyzing memo re: refusals,0
823,researching order re: enforcing foreign judgment,0
824,attending to compendium re: refusals,0
825,preparing memorandum re: enforcing foreign judgment,0
826,attending to factum re: refusals,0
827,briefing notice of motion re: refusals,1
828,briefing compendium re: injunction,1
829,revising memo re: summary judgment,1
830,attending to motion record re: enforcing foreign judgment,0
831,attending to memorandum re: motion to strike,0
832,researching memorandum re: summary judgment,0
833,drafting order re: refusals,1
834,briefing analysis re: enforcing foreign judgment,1
835,briefing memo re: injunction,1
836,revising affidavit re: refusals,1
837,drafting memorandum re: injunction,1
838,researching affidavit re: motion to strike,0
839,finalizing affidavit re: summary judgment,0
840,attending to memorandum re: summary judgment,0
841,researching analysis re: summary judgment,0
842,editing order re: disqualifying expert,1
843,reviewing notice of motion re: enforcing foreign judgment,0
844,proofing book of authority re: disqualifying expert,0
845,reviewing affidavit re: injunction,0
846,proofing motion record re: disqualifying expert,0
847,attending to book of authority re: refusals,0
848,drafting memo re: motion to strike,1
849,researching factum re: disqualifying expert,0
850,drafting factum re: refusals,1
851,briefing compendium re: injunction,1
852,revising book of authority re: enforcing foreign judgment,1
853,editing motion record re: disqualifying expert,1
854,proofing affidavit re: injunction,0
855,finalizing order re: summary judgment,0
856,revising motion record re: injunction,1
857,reviewing motion record re: disqualifying expert,0
858,proofing notice of motion re: enforcing foreign judgment,0
859,finalizing book of authority re: summary judgment,0
860,attending to order re: injunction,0
861,researching notice of motion re: refusals,0
862,reviewing factum re: refusals,0
863,preparing compendium re: injunction,0
864,reviewing motion record re: motion to strike,0
865,writing analysis re: refusals,1
866,reviewing notice of motion re: motion to strike,0
867,researching affidavit re: disqualifying expert,0
868,writing notice of motion re: motion to strike,1
869,researching book of authority re: motion to strike,0
870,editing motion record re: summary judgment,1
871,reviewing motion record re: enforcing foreign judgment,0
872,researching analysis re: disqualifying expert,0
873,drafting motion record re: injunction,1
874,drafting order re: disqualifying expert,1
875,preparing notice of motion re: summary judgment,0
876,attending to memorandum re: injunction,0
877,finalizing notice of motion re: motion to strike,0
878,revising motion record re: injunction,1
879,revising notice of motion re: disqualifying expert,1
880,finalizing order re: summary judgment,0
881,researching memorandum re: injunction,0
882,preparing motion record re: enforcing foreign judgment,0
883,editing memo re: summary judgment,1
884,finalizing motion record re: motion to strike,0
885,drafting affidavit re: injunction,1
886,analyzing compendium re: injunction,0
887,briefing memo re: disqualifying expert,1
888,analyzing analysis re: enforcing foreign judgment,0
889,analyzing affidavit re: refusals,0
890,revising memo re: refusals,1
891,preparing notice of motion re: summary judgment,0
892,finalizing order re: injunction,0
893,analyzing analysis re: enforcing foreign judgment,0
894,researching affidavit re: enforcing foreign judgment,0
895,analyzing analysis re: motion to strike,0
896,proofing factum re: motion to strike,0
897,editing analysis re: summary judgment,1
898,briefing factum re: refusals,1
899,writing factum re: refusals,1
900,drafting motion record re: summary judgment,1
901,proofing motion record re: refusals,0
902,analyzing book of authority re: disqualifying expert,0
903,finalizing memo re: injunction,0
904,briefing notice of motion re: enforcing foreign judgment,1
905,proofing order re: motion to strike,0
906,researching factum re: enforcing foreign judgment,0
907,drafting factum re: summary judgment,1
908,editing affidavit re: motion to strike,1
909,preparing affidavit re: enforcing foreign judgment,0
910,proofing affidavit re: motion to strike,0
911,finalizing analysis re: motion to strike,0
912,preparing memo re: refusals,0
913,briefing notice of motion re: injunction,1
914,attending to memorandum re: injunction,0
915,writing order re: motion to strike,1
916,researching notice of motion re: motion to strike,0
917,researching notice of motion re: summary judgment,0
918,writing affidavit re: enforcing foreign judgment,1
919,attending to order re: injunction,0
920,revising order re: summary judgment,1
921,briefing analysis re: summary judgment,1
922,preparing motion record re: injunction,0
923,reviewing memo re: enforcing foreign judgment,0
924,proofing affidavit re: enforcing foreign judgment,0
925,briefing motion record re: summary judgment,1
926,researching affidavit re: summary judgment,0
927,writing book of authority re: summary judgment,1
928,proofing memo re: disqualifying expert,0
929,researching memorandum re: disqualifying expert,0
930,writing motion record re: refusals,1
931,writing affidavit re: summary judgment,1
932,drafting book of authority re: enforcing foreign judgment,1
933,drafting notice of motion re: injunction,1
934,reviewing memorandum re: refusals,0
935,researching order re: disqualifying expert,0
936,drafting compendium re: motion to strike,1
937,researching affidavit re: motion to strike,0
938,reviewing book of authority re: motion to strike,0
939,analyzing factum re: motion to strike,0
940,analyzing factum re: refusals,0
941,researching memorandum re: summary judgment,0
